episode_id,turn_count,total_assumptions,accommodated,dark_matter,conversion_rate,mean_lag,num_lags
076_Attraction_Branding_with_Raquel_Borras,66,219,188,31,85.84,0.0,0
079_Consistence___Persistence_with_Ricky_Carruth,36,104,87,17,83.65,0.0,0
07__Financial_Succession_Planning_-_Brian_Baum__Business_Transition_Group,41,145,120,25,82.76,0.0,0
07__The_Worst_Advice_Eric_Ever_Gave,22,58,57,1,98.28,0.0,0
07__What_Is_The_Secret_To_Bringing_Motivation_For_Leaders___Kal_Petroff__Stefan_Shiligarski,13,11,11,0,100.0,0.0,0
080_-_BRAIN_4_FEET_-_You_Need_To_THINK,87,121,85,36,70.25,0.0,0
082_-_Building_Grants_FAQ_Session_Special,3,2,0,2,0.0,0.0,0
084_-_Thought_Beats_Price_Tag,28,23,17,6,73.91,0.0,0
084_Life_On_Fire_is_it_Possible,4,1,1,0,100.0,0.0,0
084__Tim_Leman___Owning_the_CEO_Function,27,61,31,30,50.82,0.0,0
085_Sherry_Richert_Belul__Stop_PODcrastinating,105,221,156,65,70.59,0.0,0
086._My_Heart_Cries_Out,11,16,16,0,100.0,0.0,0
086__Finding_Your_Own_Freedom_with_Krishna_Mohan,102,204,183,21,89.71,0.0,0
087__Charlie_Marie,83,171,130,41,76.02,0.0,0
087__Charlie_Marie_2,83,161,104,57,64.6,0.0,0
088_-_Recognition,4,3,3,0,100.0,0.0,0
088__Matt_Hassler___Evolving_Work_Environments_Post-Pandemic,29,58,39,19,67.24,0.0,0
089__Do_You_Have_to_Be_More_to_Grow_Your_Business_with_Julie_Chazotte,61,117,105,12,89.74,0.0,0
089___Creating_an_aligned_offer_that_sells_with_Haylee_LaRose,29,106,96,10,90.57,0.0,0
08_-_Israel_s_Temple__A_Map_to_Freedom_-_Lyle_Southwell___Charissa_Torossian,3,1,1,0,100.0,0.0,0
08_Partnership_and_Leadership__What_makes_for_a_Successful_Grant,29,26,16,10,61.54,0.0,0
08__Addressing_the_Transition_Dilemma_-_Joe_Bute__Hollymead_Capital,33,95,80,15,84.21,0.0,0
08__Devotions_with_Pastor_Dan_White_and_Pastor_Ben_White,35,72,56,16,77.78,0.0,0
08__What_Have_We_Learned,2,1,1,0,100.0,0.0,0
092_Jack_Kudale__You_Gotta_Have_More_Cowbell,10,24,24,0,100.0,0.0,0
093__Why_It_Makes_Sense_to_Look_Within_First_with_Cheryl_Wilkie,27,66,58,8,87.88,0.0,0
096__Living_a_Regret_Free_Life_with_Travis_Chappell,74,166,133,33,80.12,0.0,0
096__Something_a_little_different,63,78,50,28,64.1,0.0,0
097_How_to_create_your_processes_with_Say_Gabriel,47,136,113,23,83.09,0.0,0
097__Virgin_-_Richard_Branson__A_Poor_student_to_a_Billionaire,3,1,0,1,0.0,0.0,0
099_-_What_Is_An_Expanded_LSI_Profile,37,82,80,2,97.56,0.0,0
099_Beyond_the__CreativeIsolationChallenge__MicroPod,21,52,45,7,86.54,0.0,0
099__Daniel_Fluitt_of_Thrift_Store_Cowboys,109,227,137,90,60.35,0.0,0
099__Daniel_Fluitt_of_Thrift_Store_Cowboys_2,109,241,142,99,58.92,0.0,0
099__Trey_Ketcham_-_The_Nobility_of_Recruiting,44,148,124,24,83.78,0.0,0
09_Local_Fundraising_with_Kehinde_Ojo,45,96,84,12,87.5,0.0,0
09__Strategic_orientations__PART_1__-_Multinational_strategy,5,5,4,1,80.0,0.0,0
0_To_Millionaire_Maker__Creating_The_Blueprint_For_A_Real_Business_w__Ryan_Daniel_Moran,43,154,130,24,84.42,0.0,0
1-_Financial_Freedom_with_Entrepreneur_and_Wealth_Coach_Daniel_Alonzo,37,80,63,17,78.75,0.0,0
1-on-1_Web_Design_Coaching_Session____5_Ryan_Sciolla,105,241,197,44,81.74,0.0,0
1.20_Sermon_On_The_Mount_-_Part_1,5,3,3,0,100.0,0.0,0
1.27_Sermon_On_The_Mount_-_Part_8,3,1,1,0,100.0,0.0,0
1.2_-_Resilience,9,11,11,0,100.0,0.0,0
1.5_Foster_Care_with_Rebecca_Shivers,49,120,84,36,70.0,0.0,0
1.8_Why_you_should_start_small,2,2,2,0,100.0,0.0,0
1._Introduction,11,16,16,0,100.0,0.0,0
1._Introduction__Getting_into_God_s_Business,72,106,83,23,78.3,0.0,0
1._Meet_Eben,58,75,42,33,56.0,0.0,0
1._Stories_From_Kanab__Canyon_s_Collections_-_Serve_your_customer,149,171,105,66,61.4,0.0,0
1._Take_Your_Stand_-_Prayer__James_Rankine,3,5,5,0,100.0,0.0,0
1._What_Jesus_said_about_the_Holy_Spirit,5,4,3,1,75.0,0.0,0
1._What_can_SA_learn_from_Sunraysia_s_Fruit_Fly_mistakes,8,7,6,1,85.71,0.0,0
10._Living_with_Pace_-_Adrian_Hurst,4,3,3,0,100.0,0.0,0
10._My_Guide_to_Ethical_Skincare,26,86,79,7,91.86,0.0,0
10._Real-time_revenue_forecasting___Clari,37,90,70,20,77.78,0.0,0
10._Stewart_Guss__Stewart_J._Guss_Injury_Accident_Lawyers_Building_Great_Firms_Through_Strong_Teams_and_Streamlined_Processes,35,100,71,29,71.0,0.0,0
1005__5_Steps_To_Turn_Your_Blog_Into_A_book,11,10,9,1,90.0,0.0,0
100K_Pull-Up_Challenge_Evan_Boydston__44,125,216,128,88,59.26,0.0,0
100_-_The_Joker_and_Cancel_Culture,3,1,1,0,100.0,0.0,0
100_It_Ain_t_Varnishing_Day_Yet___MicroPod,21,17,16,1,94.12,0.0,0
100__Our_100th_Show_Surprise,4,2,2,0,100.0,0.0,0
101_-_Finding_Balance_In_Your_Business___At_Home_with_Vish_Chatterji,59,116,96,20,82.76,0.0,0
101__4_Quads_of_Business,4,7,7,0,100.0,0.0,0
102__Let_s_Talk_About_Consistency,3,1,1,0,100.0,0.0,0
103._Julie_Hirsch__The_Founder_of_Eloments_Vitamin_Tea_On_How_Stepping_Back_Actually_Pushes_Us_Forward,43,93,64,29,68.82,0.0,0
103_-_Ian_Magley_-_Data_lead_marketing,39,87,67,20,77.01,0.0,0
103_Making_Family_Memories_with_Jessica_Smartt,59,130,102,28,78.46,0.0,0
103__Alchemizing_Wounds_Into_Wealth___Existential_Kink_with_CAROLYN_ELLIOTT,28,76,70,6,92.11,0.0,0
1043__Ask_Farnoosh__Should_I_Offer_to_Get_Laid_Off,3,1,1,0,100.0,0.0,0
104_Hope_For_Life_With_Bob_Lenz_-_Respect_Devotional_Series_-_Philippians_2_3,3,1,1,0,100.0,0.0,0
104__A_Recent_Guest_Acquired_For__16M,3,2,1,1,50.0,0.0,0
104__Goals_Reset__Maybe._Maybe_Not.__Part_2,4,1,1,0,100.0,0.0,0
105._Subscriptions_and_Membership_Programs__A_Behavioral_Economics_Perspective,4,4,4,0,100.0,0.0,0
105_-_The_Goodness_of_God__The_Attributes_of_God,3,1,0,1,0.0,0.0,0
105_How_Barf_Sessions_Make_You_a_Better_Podcaster,3,4,4,0,100.0,0.0,0
105_How_to_increase_your_leadership_effectiveness_with_Daniel_Kilov,55,144,116,28,80.56,0.0,0
106._Network_Effect__How_to_Leverage_the_Power_of_a_Group__A_Behavioral_Economics_Foundations_Episode,4,3,3,0,100.0,0.0,0
106_-_Every_Cloud_Has_a_Silver_Lining,3,1,1,0,100.0,0.0,0
106__Building_an_Internal_State_of_Happiness_with_Nika_Moeini,37,102,87,15,85.29,0.0,0
106__How_to_Start_Over_When_you_Lose_Everything,23,51,45,6,88.24,0.0,0
106__The_Future_Of_Branding___Privilege___Non-Performative_Allyship_MELISSA_HALL,39,123,98,25,79.67,0.0,0
106___The_Fifth_Commandment__Honor_vs_Obedience,51,95,68,27,71.58,0.0,0
107._Safely_Reopening_Restaurants___Restaurant_Recovery_Podcast_Series,23,46,36,10,78.26,0.0,0
107__Tactical_Tuesday__Solicit_Reviews_as_Social_Proof_for_your_Business,3,2,2,0,100.0,0.0,0
108._An_Honest_Conversation_Around_Race_in_America_w__Devante_Lewis-Jackson,35,94,70,24,74.47,0.0,0
108_BRIDGET_MENDEL,17,20,16,4,80.0,0.0,0
108_BRIDGET_MENDEL_2,17,25,18,7,72.0,0.0,0
108_Entrepreneur_in_Africa.mp3,21,35,26,9,74.29,0.0,0
109_-_Vault__F_Saving_Money_When_You_re_Young_Feat._John_Merle,33,48,37,11,77.08,0.0,0
109__-_Empiricism,3,3,3,0,100.0,0.0,0
109__Staying_proactive_in_difficult_times__with_Dr_Lynda_Shaw,31,75,58,17,77.33,0.0,0
10A_A_review_of_the_past_decade_in_tech__the_2010s__and_its_impact_on_the_world_we_live_in,56,184,130,54,70.65,0.0,0
10XDETAIL_EP_64_Aaron_from_LIKE_GLASS_DETAILING,39,71,46,25,64.79,0.0,0
10XDETAIL_EP_73_Joseph_Wallace_Rise_and_Shine,89,142,99,43,69.72,0.0,0
10XDETAIL_EP_79_Ryan_Ankrom,139,223,135,88,60.54,0.0,0
10_-The_Relentless_Pump_-_Part_II,53,115,93,22,80.87,0.0,0
10_-_Lines__Leans___Picks,5,3,1,2,33.33,0.0,0
10_-_The_six_biggest_money_mistakes_I_see__and_how_to_avoid_them,3,2,2,0,100.0,0.0,0
10_45__16__Gifts_of_the_Father__Son__and_Spirit,5,3,3,0,100.0,0.0,0
10_Days_of_Prayer_Pinelands_Churches_Guided_Prayer_4,5,1,1,0,100.0,0.0,0
10_Emerging_Insights__Leadership_and_the_Personal_Perspective__4_June_2020,27,52,40,12,76.92,0.0,0
10_Great_Sermon_Series_Ideas_for_Fall,38,73,55,18,75.34,0.0,0
10_How_Claire_turned_a_passion_for_teaching_and_a_nasty_accident_into_an_incredible_therapy_practice,63,150,118,32,78.67,0.0,0
10_Interpersonal_Potholes_to_Avoid_Driving_Into,101,128,83,45,64.84,0.0,0
10_June_2020_The_Gracious_And_Merciful_God_And_Angry_Jonah_III_Part_1,5,4,3,1,75.0,0.0,0
10_Lynn_Whitfield,27,61,41,20,67.21,0.0,0
10_May_Easter_5,11,8,7,1,87.5,0.0,0
10_Minutes_With_Vinzenz_Pflanz_-_President_Corporate_Sales__Sixt_SE,15,17,13,4,76.47,0.0,0
10_Mistakes_to_Avoid_in_Your_Construction_Contract,7,2,1,1,50.0,0.0,0
10_Pitfalls_of_Singleness_Part_2___Episode_295,17,47,44,3,93.62,0.0,0
10_Principles_for_Effective_Living__Hope,4,1,1,0,100.0,0.0,0
10_Reasons_You_Need_an_Audience_First_Marketing_Strategy,5,2,2,0,100.0,0.0,0
10_The_Stephen_McGarvey_Podcast-_Coronavirus_Cruise,51,95,79,16,83.16,0.0,0
10_Ways_Resilience_is_an_Advantage_in_Harsh_Circumstances,34,53,46,7,86.79,0.0,0
10_Ways_to_Avoid_Negative_Publicity_by_Julia_McCoy__489,85,160,112,48,70.0,0.0,0
10_Word_With_God_Podcast_-_Verity_and_Quarantine,169,193,91,102,47.15,0.0,0
10__Dan_Glaser_Part_II__Capital_and_capacity_adequacy_levels_ahead_of_the_hurricane_season,23,79,71,8,89.87,0.0,0
10__Dan_Glaser_Part_II__Capital_and_capacity_adequacy_levels_ahead_of_the_hurricane_season_2,23,81,75,6,92.59,0.0,0
10__How_did_we_arrive_at_where_we_are_now__-_James_s_Story,37,75,58,17,77.33,0.0,0
10__Jasmine_Leann_Gaterell,39,125,105,20,84.0,0.0,0
10__Mike_Parker_talks_to_Dave_T_about_brewery_operations_and_ABC_s_recent_SQF_Certification,91,124,66,58,53.23,0.0,0
10__Russ_Shaw_CBE__Tech_London_Advocates_Campaigning_for_the_future_of_tech__rallying_a_community,29,76,57,19,75.0,0.0,0
10__Russ_Shaw_CBE__Tech_London_Advocates_Campaigning_for_the_future_of_tech__rallying_a_community_2,29,58,39,19,67.24,0.0,0
10__Sam_Blake_Talks_To_Jane_Casey,54,116,83,33,71.55,0.0,0
10__Spiritual_Disciplines__Worship,24,61,57,4,93.44,0.0,0
10__Understanding_Your_Customers___Customer_Service___Leadership_Podcast,3,2,1,1,50.0,0.0,0
10__When_Work_Breaks_Your_Heart,46,120,109,11,90.83,0.0,0
10__r_BlackLivesMatter,79,120,79,41,65.83,0.0,0
10__r_BlackLivesMatter_2,79,140,86,54,61.43,0.0,0
10_at_10_with_EHP_-_Mike_Pence_Ep._1,25,22,19,3,86.36,0.0,0
10_at_10_with_EHP_-_Mike_Pence_Ep._1_2,25,23,18,5,78.26,0.0,0
11-_Black_Lives_Matter__Education_and_Music__KevCoast,40,88,69,19,78.41,0.0,0
11._Bonus_Byte___thepavilionbook,30,55,45,10,81.82,0.0,0
11._COVID-19___Keeping_on_top_of_your_Kiwisaver,23,103,90,13,87.38,0.0,0
11._Caroline_Rothstein,23,41,34,7,82.93,0.0,0
11._Contact_marketing___Stu_Heinecke,29,58,49,9,84.48,0.0,0
11._Dustin_Paschal_Partner_at_Simon_and_Paschal_and_DallasHR_Board_Chair_on_Life_in_the_Leadership_Lane_-_Small_Moments,37,93,69,24,74.19,0.0,0
11._How_Naseema_McElroy_Slayed__1M_In_Debt_and_Created_More_Freedom_In_Her_Life_Today,27,48,44,4,91.67,0.0,0
11._Kari_and_I_chat_about_the_benefit_of_an_intentional_affirmation_practice,55,180,168,12,93.33,0.0,0
11._Krissy_Moehl__Veteran_ultrarunner_who_seeks_meaning_beyond_the_distance,87,222,154,68,69.37,0.0,0
11._Rand_Fishkin__SparkToro__Lost_and_Founder_Building_Multimillion_Dollar_Businesses_With_The_SEO_Expert,33,87,67,20,77.01,0.0,0
11._Social_Capital_with_Al_Condeluci,35,63,54,9,85.71,0.0,0
11._Think_Big_for_Impact_with_Nicole_Middendorf,35,65,45,20,69.23,0.0,0
11._Were_Not_Our_Hearts_Burning_Within_Us_with_Karen_Maxwell,41,161,148,13,91.93,0.0,0
11._Why_Gold_is_Going_Up...Waay_Up,2,2,2,0,100.0,0.0,0
110_-_How_To_Not_Care_What_Anyone_Thinks_Feat._Jennifer_Almageur,19,42,37,5,88.1,0.0,0
111._I_m_Still_Trying_to_Find_My_Words,4,4,4,0,100.0,0.0,0
112__The_New_Reformers__How_to_Take_Down_the_Machine__w__Moumita_Ahmed,85,212,146,66,68.87,0.0,0
112__The_New_Reformers__How_to_Take_Down_the_Machine__w__Moumita_Ahmed_2,85,220,164,56,74.55,0.0,0
114_Lynette_Zang_-_Pandemic_Is_A_Great_Cover_For_A_Financial_System_Reset,46,139,106,33,76.26,0.0,0
114__Andrew_Bosworth_-_BUILDING_FACEBOOK_And_Other_Things_That_Can_Make_You_Rich,30,85,58,27,68.24,0.0,0
115._Special_Episode_-_I_Cant_Breathe,9,3,2,1,66.67,0.0,0
115._Tech_Shift_in_Foodservice___Restaurant_Recovery_Series,43,122,93,29,76.23,0.0,0
115._The_Magic_Key_to_CX_Success_w__Leah_Chaney,53,151,139,12,92.05,0.0,0
1154__Dual_Income_No_Kids_by_Michelle_Schroeder-Gardner_of_Making_Sense_of_Cents_on_The_Financial_Decision_of_Children,3,1,1,0,100.0,0.0,0
115__The_Left_Battles_for_Brooklyn__New_York_Primaries__w__Isiah_James,79,242,197,45,81.4,0.0,0
115__The_Left_Battles_for_Brooklyn__New_York_Primaries__w__Isiah_James_2,79,206,162,44,78.64,0.0,0
115___Pivoting_to_Online_with_Louise_Daigle_of_Red_Pointy_Dog_Training,40,144,106,38,73.61,0.0,0
1160__3_Reasons_to_Favor_Recurring_Income_Over_One-Time_Income_by_Kyle_Mast_of_True_Hourly_Wage_on_Investment_Advice,3,5,5,0,100.0,0.0,0
1168__Don_t_Get_Caught_In_the_Dollar_Cost_Averaging_Trap_by_Phil_Town_of_Rule_One_Investing_on_Stock_Investing_Ideas,3,3,1,2,33.33,0.0,0
116_-_Joy_In_Unseen_Places,51,56,46,10,82.14,0.0,0
116_Dr._Pramod_Kumar__Founder_of_Devi_Music_Ashram,47,62,54,8,87.1,0.0,0
116__Finding_a_Solution,67,145,130,15,89.66,0.0,0
117__Softening_Your_Inner_Critic,40,107,101,6,94.39,0.0,0
1182__These_4_Mistakes_May_Be_Holding_You_Back_From_A_Good_Credit_Score_by_Michelle_Schroeder-Gardner,4,4,2,2,50.0,0.0,0
118_-_Capitalizing_Off_Of_Your_Insecurities_With_Gene_Moore,41,33,26,7,78.79,0.0,0
118_-_Dave_Proffitt__on_Growth__Relationships__and_Financial_Freedom,33,76,61,15,80.26,0.0,0
118_-_Taking_Time_for_Your_Spirit,29,51,42,9,82.35,0.0,0
1195__Want_to_Fix_Your_Debt__Do_This_One_Thing_First_AND_Give_Your_Money_a_Job_by_Dawn_Starks_of_Simple_Money_Pro,3,4,4,0,100.0,0.0,0
119A_Purifying_Hearts_With_Prayer_The_Hikam_Shaykh_Zahir_Bacchus,3,2,2,0,100.0,0.0,0
119_Worship_in_real_life_ft_David_Ware__MicroPod,23,53,51,2,96.23,0.0,0
119__THE_CARING_OF_THE_CHURCH_AND_RISE_OF_STEPHEN___ACTS_6_1-15,3,1,1,0,100.0,0.0,0
11_-_Jodi_Chafee_-_Create_a_Thriving_Family_Culture,29,64,54,10,84.38,0.0,0
11_-_PIEdcast_-_Shelly_Bell__Black_Girl_Ventures,18,22,18,4,81.82,0.0,0
11_Extra_Tim_Gold__Buffett___The_Thing,65,105,48,57,45.71,0.0,0
11_IVANA_KARASKOVA__17_1_China-CEE_Cooperation_-_Vehicle_of_Influence__Empty_Shell__or_Multifaceted_Network,31,125,121,4,96.8,0.0,0
11_IVANA_KARASKOVA__17_1_China-CEE_Cooperation_-_Vehicle_of_Influence__Empty_Shell__or_Multifaceted_Network_2,31,129,122,7,94.57,0.0,0
11_Life_in_Lockdown__w__Meredith_Bagby,37,59,39,20,66.1,0.0,0
11_Mike_Schein_Interview_with_A_Real_Estate_Alchemist___Co-Host_of_the_100_Millionaires_Podcast_2,148,215,141,74,65.58,0.0,0
11__Barbara_Levret___Building_Confidence_and_Growing_into_your_True_Self,27,84,76,8,90.48,0.0,0
11__Life_Insurance_Policy_Design,38,94,84,10,89.36,0.0,0
11__When___How_to_Use_Accountants_-_Dan_Packard,49,159,132,27,83.02,0.0,0
12-06-20_True_Testimonies_Felicity_van_Rensburgh,8,4,4,0,100.0,0.0,0
12._Ask_Me_Anything__Part_1,3,5,3,2,60.0,0.0,0
12._Dana_Levinson_Steiner,41,70,54,16,77.14,0.0,0
12._How_We_Read_A_Book_Each_Week,52,126,75,51,59.52,0.0,0
12._Hungry_for_Success__Knowledge_and_a_Good_Grilled_Cheese_with_Lindsey_Couch,55,86,61,25,70.93,0.0,0
12._Zombie_Nuclear_Power_Plant__TVAs_Bellefonte_Nuclear_Plant,26,96,83,13,86.46,0.0,0
1205___Part_1__Safe_Withdrawal_Rate_for_Early_Retirees_by_The_Mad_Fientist_on_4__Rule_for_Spending_Money_in_Retirement,4,1,1,0,100.0,0.0,0
120__Three_things_you_can_do_in_under_30_minutes_a_day_to_connect_with_your_ideal_audience_on_LinkedIn_with_Katie_Thomas,22,59,46,13,77.97,0.0,0
120_a_The_Bespoke_English_Shirt_Maker_a_Emma_Willis__Emma_Willis_London,48,93,80,13,86.02,0.0,0
121_-_Seeing_the_Christ_in_All_of_Us,87,139,108,31,77.7,0.0,0
121__Interview_with_the_BCG_Head_of_Recruiting_Germany_Austria._Part_1__If_she_was_your_secret_coach_-_what_advice_would_she_give_you,11,9,8,1,88.89,0.0,0
121__Leaders_with_Heart_Accept_the_Truth_of_Their_Leadership,25,45,39,6,86.67,0.0,0
122._Activism___Ella_Baker___Everyday_Struggle,3,1,1,0,100.0,0.0,0
122___Meditation__Yoga_and_the_Keys_To_A_Creative_Life_with_Miki_Ash,25,42,33,9,78.57,0.0,0
122___Slingshot_Surrender___Planted_Like_a_Palm_Tree__Jordan_Durso,40,123,105,18,85.37,0.0,0
1231_-_Q_A__How_can_I_rent_out_my_spare_bedroom_on_Airbnb,4,7,7,0,100.0,0.0,0
123_Beating_the_shame_of_debt_w__guest__myfrugalyear,39,133,126,7,94.74,0.0,0
124._Fr._Walt_Homily_-_We__Us__Our_-_Pentecost_2020,3,1,0,1,0.0,0.0,0
1244_-_TBT__New_Jersey_Blog_Grows_to_25__Team_Members,3,3,3,0,100.0,0.0,0
1247_-_PR_Pro_Writes_Herself_Into_Screenwriting_Career,3,2,2,0,100.0,0.0,0
124_-_The_Power_of_Self_Belief_With_Russell_Ybarra,9,12,10,2,83.33,0.0,0
124_Blaming_and_Praising_Ourselves_The_Hikam_Shaykh_Zahir_Bacchus,3,2,2,0,100.0,0.0,0
124__Loren_Brill__CEO___Founder_of_Sweet_Loren_s__the_Clean_Food_Company_With_Delicious_Non-GMO__Gluten-Free__Vegan_Cookie_Dough_Available_in_10_000__Stores_Nat,29,60,44,16,73.33,0.0,0
124___The_Key_to_Relationships__Trust__and_Creating_Love_with_Mark_Groves,59,174,146,28,83.91,0.0,0
1257_-_Q_A__How_to_get_customers_to_leave_reviews_on_Etsy,3,3,3,0,100.0,0.0,0
125__Online_Group_Music_Programs_with_Michelle_Rose,21,85,74,11,87.06,0.0,0
125___A_Conversation_about_Justice___Racism_with_Paul_Hurckman,26,76,64,12,84.21,0.0,0
1264_-_Q_A__Could_I_start_a_site_for_crafters_to_exchange_unfinished_projects,3,5,5,0,100.0,0.0,0
1264__4_Tactics_to_Establish_Thought_Leadership_for_Your_B2B_Brand_w__Andy_Didorosi,21,48,45,3,93.75,0.0,0
126_-_Impossible_Multiplication__Annie_O,45,115,89,26,77.39,0.0,0
12734_-_Difficult__Perilous___Challenging_Times_-_Daniel_12_1-4___2_Timothy_3,3,1,1,0,100.0,0.0,0
127_Larry_Ellison__Oracle,3,1,1,0,100.0,0.0,0
127__Building_The_Next_Patagonia_Without_Ads_and_Without_Funding,7,9,8,1,88.89,0.0,0
128__Sacred_Transformation__3__Let_s_Talk_About_the_Power_of_Fear_and_Love__and_How_to_Work_with_Both_Wisely,11,24,24,0,100.0,0.0,0
129_-_5_Steps_To_Work_With_Sales_On_ABM,4,4,4,0,100.0,0.0,0
12_-_Does_God_Really_Speak_to_Us,72,119,105,14,88.24,0.0,0
12_15_19_Faith_for_More,24,17,11,6,64.71,0.0,0
12_Alicia_Levine__Chief_Strategist_at_BNY_Mellon,21,65,37,28,56.92,0.0,0
12_Connect_and_Grow_on_LinkedIn_with_Lucy_Bingle,51,104,86,18,82.69,0.0,0
12_Jun_2020__God_s_Children,3,3,2,1,66.67,0.0,0
12_Months_of_Leadership_Insights,15,21,20,1,95.24,0.0,0
12_Phase_Two_in_the_USA,17,26,20,6,76.92,0.0,0
12_Year_Old_Teaches_Finance,111,295,212,83,71.86,0.0,0
12__Grace_Coffee_Break,24,49,42,7,85.71,0.0,0
12__How_Much_Does_Freelance_Writing_Cost,3,2,2,0,100.0,0.0,0
13-_Pornography_Addiction__Depression__Relationships,41,55,47,8,85.45,0.0,0
13.2__Ramadan_with_Sis__Adawiyah,29,66,52,14,78.79,0.0,0
13._Goal-Setting__Staying_Educated___Working_With_Your_Bestie,37,69,35,34,50.72,0.0,0
13._How_One_Woman_Changed_Her_Life__An_Empath_s_Journey_Home__an_interview_with_Alissa_Jablonske,17,61,58,3,95.08,0.0,0
13._Make_THESE_Changes_to_Help_You__Your_Family__and_Your_Business,44,129,103,26,79.84,0.0,0
130._Starting_anew__with_Iman_Kamel,19,19,15,4,78.95,0.0,0
130_-_Customer_Success_Story_-_Teresa_Camden__MD_New_MedSpa_2,18,40,32,8,80.0,0.0,0
130_FIFM_-_The_Key_is_to_Sow_as_Many_Seeds_as_Possible,3,1,0,1,0.0,0.0,0
131_-_Customer_Success_Story_-_Dr._Noam_Sadovnik_Clinicube,24,56,45,11,80.36,0.0,0
131_UFC_249_Recap__Preview_of_Pro_BJJ_Coming_Back,143,198,102,96,51.52,0.0,0
131__Elevating_to_5D_with_Rhianna_Mays,47,129,112,17,86.82,0.0,0
132_-_Prepare_for_Future_Disruptions_with_a_Marketing_Continuity_Plan,3,6,6,0,100.0,0.0,0
132_-__Interview__8_Steps_to_Winning_Sales_Presentations_with_Brian_Burkhart,67,145,110,35,75.86,0.0,0
132_Haggai_part_2_By_Paki_Mahe,5,5,5,0,100.0,0.0,0
132__Ecommerce_Returns_Strategy_For_High-Growth_Brands,43,177,161,16,90.96,0.0,0
132__Making_the_best_of_the_present_moment_with_Brittney_Carmichael,69,254,218,36,85.83,0.0,0
133_-_Cost_Per_Lead_during_the_Pandemic_Times,26,59,53,6,89.83,0.0,0
133_FOFW_Music_Morsel,3,3,2,1,66.67,0.0,0
133__Why_Matt_Bearman_chose_to_sell_his_bootstrapped_product__Saber_Feedback,69,130,75,55,57.69,0.0,0
136_-_How_To_Beat_Content_Stress_By_Changing_This_ONE_Habit,32,98,90,8,91.84,0.0,0
136_Codepaths_Michael_Ellison__How_Black_CS_Students_View_Silicon_Valley___The_Daily_Reality_For_a_Black_Man_in_San_Francisco,25,65,53,12,81.54,0.0,0
136___The_Be_Happy_Business___Interview_with_Amelia_Felbinger,27,96,88,8,91.67,0.0,0
137A__Heaven,7,4,3,1,75.0,0.0,0
137_-_Take_Advantage_of_LOW_Patient_Cost_Per_Lead_NOW_and_Out-Market_Your_Competition,23,38,35,3,92.11,0.0,0
137_game_day,35,6,3,3,50.0,0.0,0
138A_Exodus_part_1__MOSES,5,4,4,0,100.0,0.0,0
138_FIFM_-_Don_t_Be_Afraid_of_Your_Special_Skill,3,1,0,1,0.0,0.0,0
138__Mall_of_America_and_Fourpost_creator_Mark_Ghemerzian_On_How_Retail_Has_Changed_Forever,64,220,183,37,83.18,0.0,0
138___Mark_Jetsy___How_to_Adapt_and_Find_Success_in_A_Skill-Based_Work_Environment,64,112,81,31,72.32,0.0,0
139_-__Riots2020_and_Bitcoin,94,158,97,61,61.39,0.0,0
139__Soft_Skills_Training_With_Christie_Bohmert,9,7,6,1,85.71,0.0,0
13_-_21_June_Sermon,2,4,4,0,100.0,0.0,0
13_-_Connor_Schmidt__25__-_Minnetonka__MN,33,90,67,23,74.44,0.0,0
13_-_Six_Tips_to_Avoid_Being_Sued_By_Your_Employees,57,84,61,23,72.62,0.0,0
13_Live__Love__Laugh_with_Lexie_in_Lockdown__-_Dancing_Leopard__Dalgonas___Dangerously_tight_shorts,35,43,31,12,72.09,0.0,0
13_TAMAS_MATURA__Hungary_s_China_Policy_-_Orban_s_Illiberal_Cooperation_and_Classified_Details_of_Belgrade-Budapest_Railway,37,163,158,5,96.93,0.0,0
13_TAMAS_MATURA__Hungary_s_China_Policy_-_Orban_s_Illiberal_Cooperation_and_Classified_Details_of_Belgrade-Budapest_Railway_2,37,143,133,10,93.01,0.0,0
13_The_Death_of_a_Networker,2,1,1,0,100.0,0.0,0
13_TrapDoor_Creative__an_ex-Artist_for_Disney__Pixar__and_Nike__Barry_Zundel__talks_about_how_he_has_solved_a_huge_problem_in_the_3D_world,119,279,199,80,71.33,0.0,0
13__Giacomo_Zucco-__Bitcoin_Maximalism,41,134,93,41,69.4,0.0,0
13__HSCMs_Michael_Millette_on_the_ILS_market__investment_opportunities_and_Covid-19_losses__Part_II,17,49,38,11,77.55,0.0,0
13__HSCMs_Michael_Millette_on_the_ILS_market__investment_opportunities_and_Covid-19_losses__Part_II_2,17,46,38,8,82.61,0.0,0
13__How_Do_You_Optimize_Your_Propertys_Flow,4,8,6,2,75.0,0.0,0
13__Selecting_Teams_to_Drive_Culture_and_Growth___Customer_Service___Leadership,3,1,1,0,100.0,0.0,0
13__Simple__Seamless_Digital_Customer_Onboarding,19,43,37,6,86.05,0.0,0
13th_Man_Podcast_Ep._16_-_CFL_narrows_options__USports_season_cancelled__and_the_Argos_go_over_the_cap,161,214,120,94,56.07,0.0,0
14._Authenticity_in_Social_Media_Marketing_with_Rochelle_Jacobs,38,148,132,16,89.19,0.0,0
14._The_Power_of_Music_with_NFL_Music_Guy_Rudy_Rudolph,57,117,86,31,73.5,0.0,0
