prompt_id,assumption_id,category,source_episode_id,source_turn_idx,source_assumption_idx,assumption_text,control_episode_id,control_turn_idx,control_claim_idx,claim_text,overlap_score,entailment_score,confidence,raw
business|JJ_Whitehead__Making_a_living_as_a_Comedian|41|1|60fbbce2678ed380|1,business|JJ_Whitehead__Making_a_living_as_a_Comedian|41|1|60fbbce2678ed380,business,JJ_Whitehead__Making_a_living_as_a_Comedian,41,1,The speaker’s personal judgment about what works is not necessarily aligned with audience reception.,The_Short_Squeeze__Could_there_be_an_Iron_Ore_trade_war,16,1,The speaker is asking Karl what he is observing regarding the current situation.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|ADPI_141__How_To_Manage_Short_Term_Rentals_With_Greg_Rollins|13|9|916efc8959252319|0,business|ADPI_141__How_To_Manage_Short_Term_Rentals_With_Greg_Rollins|13|9|916efc8959252319,business,ADPI_141__How_To_Manage_Short_Term_Rentals_With_Greg_Rollins,13,9,The speaker’s credibility is enhanced by personal military affiliation and lived experience.,Take_Action_podcast_season_2_episode_21_with_Monte_and_Yura._Season_2_Finale_episode._Best_of_the_best_podcast_jam_session_with_Monte_and_Yura,12,9,The speaker values learning from personal relationships and shared experiences in professional development.,2,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
business|ADPI_141__How_To_Manage_Short_Term_Rentals_With_Greg_Rollins|13|9|916efc8959252319|1,business|ADPI_141__How_To_Manage_Short_Term_Rentals_With_Greg_Rollins|13|9|916efc8959252319,business,ADPI_141__How_To_Manage_Short_Term_Rentals_With_Greg_Rollins,13,9,The speaker’s credibility is enhanced by personal military affiliation and lived experience.,Take_Action_podcast_season_2_episode_21_with_Monte_and_Yura._Season_2_Finale_episode._Best_of_the_best_podcast_jam_session_with_Monte_and_Yura,20,3,The Take Action podcast originated from the speaker’s experience with the Body Family program.,2,9,0.95,"{
  ""entailment_score"": 9,
  ""confidence"": 0.95
}"
business|ADPI_141__How_To_Manage_Short_Term_Rentals_With_Greg_Rollins|13|9|916efc8959252319|2,business|ADPI_141__How_To_Manage_Short_Term_Rentals_With_Greg_Rollins|13|9|916efc8959252319,business,ADPI_141__How_To_Manage_Short_Term_Rentals_With_Greg_Rollins,13,9,The speaker’s credibility is enhanced by personal military affiliation and lived experience.,Take_Action_podcast_season_2_episode_21_with_Monte_and_Yura._Season_2_Finale_episode._Best_of_the_best_podcast_jam_session_with_Monte_and_Yura,20,9,The speaker finds it increasingly difficult to tolerate excuses for unmet personal outcomes.,2,9,0.95,"{
  ""entailment_score"": 9,
  ""confidence"": 0.95
}"
business|ADPI_141__How_To_Manage_Short_Term_Rentals_With_Greg_Rollins|13|9|916efc8959252319|3,business|ADPI_141__How_To_Manage_Short_Term_Rentals_With_Greg_Rollins|13|9|916efc8959252319,business,ADPI_141__How_To_Manage_Short_Term_Rentals_With_Greg_Rollins,13,9,The speaker’s credibility is enhanced by personal military affiliation and lived experience.,Take_Action_podcast_season_2_episode_21_with_Monte_and_Yura._Season_2_Finale_episode._Best_of_the_best_podcast_jam_session_with_Monte_and_Yura,60,0,The speaker wishes everyone a good experience going forward.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
political|51276|0|3|dd1cd78fce8de14e|0,political|51276|0|3|dd1cd78fce8de14e,political,51276,0,3,Audiences value expert insights from high-level policymakers on complex issues like cybersecurity.,48868,8,4,The American public deserves thorough examination of complex societal issues.,2,5,0.75,"{
  ""entailment_score"": 5,
  ""confidence"": 0.75
}"
business|Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz|4|3|4b799cba1c782eb0|0,business|Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz|4|3|4b799cba1c782eb0,business,Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz,4,3,The speaker believes the listener has relevant experience or knowledge about the pre-launch process.,Master_Communicator_Podcast_with_Akhil_Mittal,7,4,The listener has experience in both technology and sales.,3,9,0.95,"{
  ""entailment_score"": 9,
  ""confidence"": 0.95
}"
business|Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz|4|3|4b799cba1c782eb0|1,business|Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz|4|3|4b799cba1c782eb0,business,Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz,4,3,The speaker believes the listener has relevant experience or knowledge about the pre-launch process.,Master_Communicator_Podcast_with_Akhil_Mittal,19,0,The speaker is asking about someone who has been a favorite boss or teacher.,3,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz|4|3|4b799cba1c782eb0|2,business|Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz|4|3|4b799cba1c782eb0,business,Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz,4,3,The speaker believes the listener has relevant experience or knowledge about the pre-launch process.,Master_Communicator_Podcast_with_Akhil_Mittal,3,4,The speaker acknowledges that something has been previously stated correctly.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz|4|3|4b799cba1c782eb0|3,business|Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz|4|3|4b799cba1c782eb0,business,Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz,4,3,The speaker believes the listener has relevant experience or knowledge about the pre-launch process.,Master_Communicator_Podcast_with_Akhil_Mittal,7,2,The speaker is asking for the listener’s perspective on leadership challenges during the pandemic.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz|4|3|4b799cba1c782eb0|4,business|Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz|4|3|4b799cba1c782eb0,business,Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz,4,3,The speaker believes the listener has relevant experience or knowledge about the pre-launch process.,Master_Communicator_Podcast_with_Akhil_Mittal,12,5,Aditya has over twenty years of experience in the Indian consumer market.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz|4|3|4b799cba1c782eb0|5,business|Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz|4|3|4b799cba1c782eb0,business,Launching_A_D2C_Startup__Hubble_Co-Founder___Co-CEO__Jesse_Horwitz,4,3,The speaker believes the listener has relevant experience or knowledge about the pre-launch process.,Master_Communicator_Podcast_with_Akhil_Mittal,16,3,No leader the speaker has ever known can survive without strong communication skills.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Kabir_Shahani_CEO_of_Amperity|13|4|23721481ffec60e9|0,business|Kabir_Shahani_CEO_of_Amperity|13|4|23721481ffec60e9,business,Kabir_Shahani_CEO_of_Amperity,13,4,Big data was a recognized concept during the time period referenced.,Virtual_Real_Estate_Investing_with_Lauren_Hardy_-_Episode_641,9,2,I maintained a 45-hour workweek during the period when I was building my financial foundation.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Kabir_Shahani_CEO_of_Amperity|13|4|23721481ffec60e9|1,business|Kabir_Shahani_CEO_of_Amperity|13|4|23721481ffec60e9,business,Kabir_Shahani_CEO_of_Amperity,13,4,Big data was a recognized concept during the time period referenced.,Virtual_Real_Estate_Investing_with_Lauren_Hardy_-_Episode_641,12,2,I worked as a news anchor in Midtown Manhattan during that time.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
commentary|Whew_Chile_the_Grad_Depression|161|2|f4cab6ff8030e0b1|0,commentary|Whew_Chile_the_Grad_Depression|161|2|f4cab6ff8030e0b1,commentary,Whew_Chile_the_Grad_Depression,161,2,Job market challenges experienced during the pandemic remain relevant today.,The_Global_Fight_Against_COVID-19_2,0,1,International organizations such as the UN and WHO are playing diminished roles during the coronavirus pandemic.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
commentary|Whew_Chile_the_Grad_Depression|161|2|f4cab6ff8030e0b1|1,commentary|Whew_Chile_the_Grad_Depression|161|2|f4cab6ff8030e0b1,commentary,Whew_Chile_the_Grad_Depression,161,2,Job market challenges experienced during the pandemic remain relevant today.,The_Global_Fight_Against_COVID-19_2,0,2,Countries are primarily responsible for making headlines regarding social restrictions during the pandemic.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
commentary|Whew_Chile_the_Grad_Depression|161|2|f4cab6ff8030e0b1|2,commentary|Whew_Chile_the_Grad_Depression|161|2|f4cab6ff8030e0b1,commentary,Whew_Chile_the_Grad_Depression,161,2,Job market challenges experienced during the pandemic remain relevant today.,The_Global_Fight_Against_COVID-19_2,2,1,There exists a theoretical framework for how the WHO should operate during a global pandemic.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
commentary|Whew_Chile_the_Grad_Depression|161|2|f4cab6ff8030e0b1|3,commentary|Whew_Chile_the_Grad_Depression|161|2|f4cab6ff8030e0b1,commentary,Whew_Chile_the_Grad_Depression,161,2,Job market challenges experienced during the pandemic remain relevant today.,The_Global_Fight_Against_COVID-19_2,4,6,Donald Trump chose not to impose uniform mandates on U.S. states during the pandemic.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
commentary|Whew_Chile_the_Grad_Depression|161|2|f4cab6ff8030e0b1|4,commentary|Whew_Chile_the_Grad_Depression|161|2|f4cab6ff8030e0b1,commentary,Whew_Chile_the_Grad_Depression,161,2,Job market challenges experienced during the pandemic remain relevant today.,The_Global_Fight_Against_COVID-19_2,5,7,The WHO demonstrated more effectiveness than expected during the pandemic.,2,1,0.85,"{
  ""entailment_score"": 1,
  ""confidence"": 0.85
}"
commentary|Whew_Chile_the_Grad_Depression|161|2|f4cab6ff8030e0b1|5,commentary|Whew_Chile_the_Grad_Depression|161|2|f4cab6ff8030e0b1,commentary,Whew_Chile_the_Grad_Depression,161,2,Job market challenges experienced during the pandemic remain relevant today.,The_Global_Fight_Against_COVID-19_2,9,2,Bill Gates stepped up during the pandemic.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Dancing_with_Startups__The_rise_of_the_Minimalist_Brands_-_CEO_Five_Dot_Botanics_Zaffrin_O_Sullivan|6|3|9988b5fe429e9dd1|0,business|Dancing_with_Startups__The_rise_of_the_Minimalist_Brands_-_CEO_Five_Dot_Botanics_Zaffrin_O_Sullivan|6|3|9988b5fe429e9dd1,business,Dancing_with_Startups__The_rise_of_the_Minimalist_Brands_-_CEO_Five_Dot_Botanics_Zaffrin_O_Sullivan,6,3,The speaker assumes they have permission or appropriate context to ask probing questions about the listener’s choices.,EP__17__How_to_Create_Content_That_Gets_You_Links__That_Get_You_Traffic_ft._Tim_Brown,0,2,The speaker is excited about today's lesson.,2,1,0.85,"{
  ""entailment_score"": 1,
  ""confidence"": 0.85
}"
business|Dancing_with_Startups__The_rise_of_the_Minimalist_Brands_-_CEO_Five_Dot_Botanics_Zaffrin_O_Sullivan|6|3|9988b5fe429e9dd1|1,business|Dancing_with_Startups__The_rise_of_the_Minimalist_Brands_-_CEO_Five_Dot_Botanics_Zaffrin_O_Sullivan|6|3|9988b5fe429e9dd1,business,Dancing_with_Startups__The_rise_of_the_Minimalist_Brands_-_CEO_Five_Dot_Botanics_Zaffrin_O_Sullivan,6,3,The speaker assumes they have permission or appropriate context to ask probing questions about the listener’s choices.,EP__17__How_to_Create_Content_That_Gets_You_Links__That_Get_You_Traffic_ft._Tim_Brown,13,1,The speaker is asking if the listener is in Canada.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Dancing_with_Startups__The_rise_of_the_Minimalist_Brands_-_CEO_Five_Dot_Botanics_Zaffrin_O_Sullivan|6|3|9988b5fe429e9dd1|2,business|Dancing_with_Startups__The_rise_of_the_Minimalist_Brands_-_CEO_Five_Dot_Botanics_Zaffrin_O_Sullivan|6|3|9988b5fe429e9dd1,business,Dancing_with_Startups__The_rise_of_the_Minimalist_Brands_-_CEO_Five_Dot_Botanics_Zaffrin_O_Sullivan,6,3,The speaker assumes they have permission or appropriate context to ask probing questions about the listener’s choices.,EP__17__How_to_Create_Content_That_Gets_You_Links__That_Get_You_Traffic_ft._Tim_Brown,13,2,The speaker knows about 'the pointy point of view'.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Dancing_with_Startups__The_rise_of_the_Minimalist_Brands_-_CEO_Five_Dot_Botanics_Zaffrin_O_Sullivan|6|3|9988b5fe429e9dd1|3,business|Dancing_with_Startups__The_rise_of_the_Minimalist_Brands_-_CEO_Five_Dot_Botanics_Zaffrin_O_Sullivan|6|3|9988b5fe429e9dd1,business,Dancing_with_Startups__The_rise_of_the_Minimalist_Brands_-_CEO_Five_Dot_Botanics_Zaffrin_O_Sullivan,6,3,The speaker assumes they have permission or appropriate context to ask probing questions about the listener’s choices.,EP__17__How_to_Create_Content_That_Gets_You_Links__That_Get_You_Traffic_ft._Tim_Brown,48,3,The speaker has a different perspective or additional information relevant to a published story about a defective product.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Dancing_with_Startups__The_rise_of_the_Minimalist_Brands_-_CEO_Five_Dot_Botanics_Zaffrin_O_Sullivan|6|3|9988b5fe429e9dd1|4,business|Dancing_with_Startups__The_rise_of_the_Minimalist_Brands_-_CEO_Five_Dot_Botanics_Zaffrin_O_Sullivan|6|3|9988b5fe429e9dd1,business,Dancing_with_Startups__The_rise_of_the_Minimalist_Brands_-_CEO_Five_Dot_Botanics_Zaffrin_O_Sullivan,6,3,The speaker assumes they have permission or appropriate context to ask probing questions about the listener’s choices.,EP__17__How_to_Create_Content_That_Gets_You_Links__That_Get_You_Traffic_ft._Tim_Brown,51,0,Clients who have worked with the speaker for two years and achieved tripling of leads through organic search still receive spam messages claiming to fix broken links.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|How_to_Make__10_000__Before_Your_Book_Hits_Shelves|2|6|297fa419485c509b|0,business|How_to_Make__10_000__Before_Your_Book_Hits_Shelves|2|6|297fa419485c509b,business,How_to_Make__10_000__Before_Your_Book_Hits_Shelves,2,6,There exists a gap between writing a book and achieving real-world impact from it.,How_a_digital_dollar_could_be_included_in_COVID-19_relief_with_FS_Vector,12,3,There is an infrastructure gap between the US and modern technological standards.,3,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|How_to_Make__10_000__Before_Your_Book_Hits_Shelves|2|6|297fa419485c509b|1,business|How_to_Make__10_000__Before_Your_Book_Hits_Shelves|2|6|297fa419485c509b,business,How_to_Make__10_000__Before_Your_Book_Hits_Shelves,2,6,There exists a gap between writing a book and achieving real-world impact from it.,How_a_digital_dollar_could_be_included_in_COVID-19_relief_with_FS_Vector,17,2,There exists another person named John Collins who is an NBA player.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Media_Masters_-_Alessandra_Stanley|89|3|c07969a4fa83c792|0,business|Media_Masters_-_Alessandra_Stanley|89|3|c07969a4fa83c792,business,Media_Masters_-_Alessandra_Stanley,89,3,The speaker believes their initial reaction reflects a valid concern about workplace culture.,224_-_Show_Promoters_Beware___with_Rich_Klein,8,2,The speaker believes they can provide legal advice without being disbarred.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Media_Masters_-_Alessandra_Stanley|89|3|c07969a4fa83c792|1,business|Media_Masters_-_Alessandra_Stanley|89|3|c07969a4fa83c792,business,Media_Masters_-_Alessandra_Stanley,89,3,The speaker believes their initial reaction reflects a valid concern about workplace culture.,224_-_Show_Promoters_Beware___with_Rich_Klein,11,9,The speaker believes Dave Myron has undergone significant psychological treatment.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
