assumption_id,category,source_episode_id,source_turn_idx,source_assumption_idx,source_speaker_id,assumption_text,control_episode_id,control_explicit_claim_count,matched_control_claims,selected_control_claims,scored_pairs,max_entailment_score,mean_entailment_score,entailed,best_claim_text,best_claim_turn_idx,best_claim_idx,best_overlap_score,best_confidence
religion|87_Stop_Trying_to_Manage_Time_-_30_Day_Sprints|23|2|fc66c9480a499322,religion,87_Stop_Trying_to_Manage_Time_-_30_Day_Sprints,23,2,SPEAKER_01,Time management is commonly discussed and understood enough for the topic to be meaningful.,The_Good_Samaritan,35,0,0,0,0,0.0,False,,,,,
religion|Something_to_Talk_About__The_God_of_Angels_and_Worms|28|2|cb3c89285180bc72,religion,Something_to_Talk_About__The_God_of_Angels_and_Worms,28,2,SPEAKER_00,Historical figures possess morally ambiguous traits rather than being purely virtuous or villainous.,Evening_Devotions_at_the_St._Andrew_Parsonage__June_22__2020,16,0,0,0,0,0.0,False,,,,,
business|Architects_Help_Your_Dreams_come_True|12|0|8e2691df84d96f9a,business,Architects_Help_Your_Dreams_come_True,12,0,SPEAKER_00,There exists a clear distinction between new construction and renovation projects.,143_-_Paul_Maskill__Founder_of_Ultimate_Freedom_Mastermind,360,3,3,3,3,1.6666666666666667,False,There is little to lose when trying new approaches currently.,5,1,2,0.800000
religion|3_Mysteries_of_the_Mission_of_the_Holy_Spirit|659|2|5e43ee9defc21ac7,religion,3_Mysteries_of_the_Mission_of_the_Holy_Spirit,659,2,SPEAKER_01,The speaker has the responsibility to clarify their own message if misunderstood.,We_ve_Got_A_Vision_For__Our_Marriage,14,0,0,0,0,0.0,False,,,,,
business|Trending_with_Dion_Chang|29|3|bd3d373b3b896f89,business,Trending_with_Dion_Chang,29,3,SPEAKER_00,Systemic change can emerge indirectly through targeted interventions in influential organizations.,John_Laws_thanks_Alan_Jones,36,0,0,0,0,0.0,False,,,,,
commentary|89_-_Ryan_Papaioannou|155|4|82db936f11f31cfd,commentary,89_-_Ryan_Papaioannou,155,4,SPEAKER_00,The speaker has credibility in discussing coaching transitions.,Episode_130___Paul_Feig___21_-_05_-_2020,261,9,9,9,1,1.0,False,The speaker has been without pants.,7,0,2,0.950000
business|Vapor_4_with_Tibor_Bodecs|56|3|91aed241f5c4f6d1,business,Vapor_4_with_Tibor_Bodecs,56,3,SPEAKER_00,Users value time-saving setup processes when learning new technologies.,Ep8__The_Roller_Coaster_of_the_Lending_World,228,0,0,0,0,0.0,False,,,,,
political|47146|2|2|5c9368962bd4ebbe,political,47146,2,2,SPEAKER_00,Legislators' public statements about reauthorization reflect genuine intentions unless contradicted by institutional practices.,71755,139,0,0,0,0,0.0,False,,,,,
business|Drinking_Tales__1_-_Random_Ass_Stuff|71|2|264c673d41b38b39,business,Drinking_Tales__1_-_Random_Ass_Stuff,71,2,SPEAKER_01,The speaker views themselves as having influence over whether people can drink at their location.,NQL_272_-_Jason_Beim,271,8,8,8,3,1.25,False,The speaker invites people to send direct messages to the 'Jump Above Boundaries' page.,41,7,2,0.800000
business|Adversity_To_Prosperity_-_Episode__6_-_Systems___Processes_With_Neale_Lewis|21|1|8284f0a57dfe69b0,business,Adversity_To_Prosperity_-_Episode__6_-_Systems___Processes_With_Neale_Lewis,21,1,SPEAKER_00,Checklists reduce human error in critical operations by enforcing routine compliance.,Knowing_how_to_deal_with_life_s_uncertainties_is_vital_to_our_mental__physical_and_spiritual_health,20,0,0,0,0,0.0,False,,,,,
business|Episode_112_-_Reuben_of_Zcoin|5|1|d308dc71223ba16e,business,Episode_112_-_Reuben_of_Zcoin,5,1,SPEAKER_00,Financial transparency should not come at the cost of personal safety or autonomy.,1_Part_3_-_Greig_Sharman-Deputy_Director-LEEDS_UNIVERSITY__Reflections_on_the_impact_of_Coronavirus,49,0,0,0,0,0.0,False,,,,,
business|Lets_Sound_Off_on_HR___The_Gig_Economy|43|4|e586a817ccde0506,business,Lets_Sound_Off_on_HR___The_Gig_Economy,43,4,SPEAKER_00,The speaker believes they have credibility to speak about HR due to personal experience with poor HR practices.,How_to_survive_a_recession,123,3,3,3,1,1.0,False,The speaker has to buy a car despite personal financial strain.,11,3,2,0.850000
commentary|The_Second__and_Third__and_Fourth__Wave_of_COVID-19_2|19|4|98444082d67a9b43,commentary,The_Second__and_Third__and_Fourth__Wave_of_COVID-19_2,19,4,SPEAKER_00,Maintained antibody levels suggest a more stable or effective immune response.,Spotlighting_Agility_Marketing_2,273,0,0,0,0,0.0,False,,,,,
commentary|Day_12_of_Protest_Marches_in_Detroit__Will_It_Work_This_Time__A_Look_Back_at_Detroit_s_History_Between_Residents_and_Police_-_With_Historian_Ken_Coleman_2|10|0|6397e477dd09937b,commentary,Day_12_of_Protest_Marches_in_Detroit__Will_It_Work_This_Time__A_Look_Back_at_Detroit_s_History_Between_Residents_and_Police_-_With_Historian_Ken_Coleman_2,10,0,SPEAKER_00,Protesting in suburban areas is more impactful than protesting in urban centers.,Blue_Lives_Matter,15,0,0,0,0,0.0,False,,,,,
political|72689|28|3|2c80e097f35509dc,political,72689,28,3,SPEAKER_01,The speaker views the question of what 'it takes' in the debate as relevant and worth exploring.,76012,193,3,3,3,3,1.6666666666666667,False,The speaker is asking the listener for their takeaways from debate night.,4,1,2,0.700000
commentary|Diabolical_Masquerade___Nightwork___1998__Review_2|33|2|6449a3191888b35c,commentary,Diabolical_Masquerade___Nightwork___1998__Review_2,33,2,SPEAKER_01,The speaker holds a normative view that innovation within genre constraints requires technical polish.,Maybe_You_ve_Been_Brainwashed_Too_-_The_New_Radicals__1998,113,0,0,0,0,0.0,False,,,,,
business|Curating_Career_Life_Stories__How_Did_I_Get_Here__Ep._47_with_Falon_Velez|84|0|609ab850d57c3b37,business,Curating_Career_Life_Stories__How_Did_I_Get_Here__Ep._47_with_Falon_Velez,84,0,SPEAKER_01,Others are unaware of the speaker’s abilities or contributions.,Visionaries__Step_Up,27,0,0,0,0,0.0,False,,,,,
political|82330|7|1|9e1e4c5aec1b7db4,political,82330,7,1,SPEAKER_01,Leadership effectiveness is tied to having deeper intelligence about adversaries and context than others.,81502,130,0,0,0,0,0.0,False,,,,,
religion|Mission__Annelle_Cowdrey|6|5|68c6974f007e34c3,religion,Mission__Annelle_Cowdrey,6,5,SPEAKER_01,Personal transformation through faith validates the authenticity of religious experiences.,Splagchnizomai,19,0,0,0,0,0.0,False,,,,,
business|AS_HEARD_ON__WGAN_Mornings_News_with_Matt_Gagnon__Facebook_Moderators_Sue_Over_PTSD__Firewalls_and_antivirus|0|4|c28580701501828f,business,AS_HEARD_ON__WGAN_Mornings_News_with_Matt_Gagnon__Facebook_Moderators_Sue_Over_PTSD__Firewalls_and_antivirus,0,4,SPEAKER_01,People generally trust their own ability to remember passwords rather than using password managers.,Episode_71__Innovation_districts_and_our_urban_development_futures,168,0,0,0,0,0.0,False,,,,,
business|Pay_Your_Rent_With_Tesla_Stock__Steve_Ehrlich_Voyager_CEO_on_Tokenization_and_Fungibility|35|6|931d4571d6c3b240,business,Pay_Your_Rent_With_Tesla_Stock__Steve_Ehrlich_Voyager_CEO_on_Tokenization_and_Fungibility,35,6,SPEAKER_01,"Current global events, including health crises, increase demand for decentralized financial systems.",11__When___How_to_Use_Accountants_-_Dan_Packard,260,0,0,0,0,0.0,False,,,,,
business|News_from_358_with_Greg_Finn|12|4|cfd2b6bdf77f271c,business,News_from_358_with_Greg_Finn,12,4,SPEAKER_01,Users’ behavior on LinkedIn correlates with their likelihood to convert into leads or customers.,Frameworks_for_Success_with_Melissa_Lamson,173,0,0,0,0,0.0,False,,,,,
sports|MJ__Scottie__Rodman___Phil-_What_Made_The_Last_Dance_The_BEST_Sports_Doc_Off_All_-_Time|51|7|b5637ed098c07e83,sports,MJ__Scottie__Rodman___Phil-_What_Made_The_Last_Dance_The_BEST_Sports_Doc_Off_All_-_Time,51,7,SPEAKER_01,Audience members share the speaker’s understanding of NBA history and player dynamics.,Interview__Jessica_Eye__UFC_Flyweight,223,1,1,1,3,3.0,False,"The speaker believes the audience includes 'us' and 'you know', suggesting shared identification with the fan base.",18,3,2,0.700000
business|2_James_Church__Robot_Mascot__on_reassessing_your_pitch_and_projections_for_the_new_future|25|4|1a7b4b05297a25ef,business,2_James_Church__Robot_Mascot__on_reassessing_your_pitch_and_projections_for_the_new_future,25,4,SPEAKER_01,Founder self-assessment tools can reliably identify weaknesses in fundraising readiness.,Keith_Schroeder__Author_of_The_Wealthy_Accountant_Blog,176,0,0,0,0,0.0,False,,,,,
business|Jess_Geist__Using_Your_Subconscious_to_Program_Your_Mind_for_Success|5|7|1cc6de91b7d37ae4,business,Jess_Geist__Using_Your_Subconscious_to_Program_Your_Mind_for_Success,5,7,SPEAKER_00,A harmonious internal state leads to greater coherence and effectiveness in external outcomes.,Season_2__Ep__15_-_The__935_Million_Dollar_Discovery_Highlighting_the_Dangers_of_Behavioral_Scripting,217,0,0,0,0,0.0,False,,,,,
business|Let_s_Talk_Appraisals|31|2|fac4e973091b2504,business,Let_s_Talk_Appraisals,31,2,SPEAKER_01,Opinions alone are insufficient and unprofessional for making appraisal decisions.,237._The_Three_Tribes_You_Need_To_Have,19,0,0,0,0,0.0,False,,,,,
political|72843|0|9|6712db9d2ad17f45,political,72843,0,9,SPEAKER_01,The speaker has legitimate authority to interview elected officials on agricultural policy.,81397,215,5,5,5,1,1.0,False,The speaker is asking for an assessment of the 'maximum pressure' policy.,16,3,2,0.950000
religion|Fruit_of_the_Spirit__Faithfulness_with_guest_Kurt_Montooth|26|4|82ffb89000810f9b,religion,Fruit_of_the_Spirit__Faithfulness_with_guest_Kurt_Montooth,26,4,SPEAKER_01,There exists a meaningful distinction between types of meditation worth asking about.,Anonymous_Thursday_2,139,2,2,2,3,2.0,False,The person asking the question should inform the speaker about their experience trying something.,30,4,2,0.800000
business|Reopening_the_Economy_During_the_Coronavirus__Part_7_-_Episode_7|8|3|c28f3c30d58a90f1,business,Reopening_the_Economy_During_the_Coronavirus__Part_7_-_Episode_7,8,3,SPEAKER_00,Audience members trust the speaker’s interpretation of online behavior and sentiment.,Marketing___Psychology_-_They_go_together,232,0,0,0,0,0.0,False,,,,,
political|92840|2|0|7a1bdcd73ee57f6f,political,92840,2,0,SPEAKER_00,Divergent media experiences lead to differing interpretations of public events.,49678,225,0,0,0,0,0.0,False,,,,,
political|72700|8|4|68446814f0bb4d94,political,72700,8,4,SPEAKER_00,Economic interdependence with China can coexist with strategic competition.,70775,483,0,0,0,0,0.0,False,,,,,
commentary|Episode_16__The_Folly_of_Individuals|10|5|746021d54167cf34,commentary,Episode_16__The_Folly_of_Individuals,10,5,SPEAKER_00,The speaker sees this situation as a warning example rather than a standard model of pandemic response.,Peppermint_Road_Rage,22,0,0,0,0,0.0,False,,,,,
business|Dr_Louise_Ashley__Merit_is_an_ideological_term|29|9|a2f884e5d846d477,business,Dr_Louise_Ashley__Merit_is_an_ideological_term,29,9,SPEAKER_00,There is value in revisiting marginalized concepts when empirical realities suggest they remain significant.,Sustainable_Energy_Podcast__Energy_Transition_-_Framing_Cyclical_and_Structural_Shifts_as_a_Result_of_COVID-19,18,0,0,0,0,0.0,False,,,,,
business|A_High-Level_MSP_Threat_Matrix_Discussion__With_Jason_Eberhardt_of_Bitdefender|18|6|172122e77f3b1add,business,A_High-Level_MSP_Threat_Matrix_Discussion__With_Jason_Eberhardt_of_Bitdefender,18,6,SPEAKER_00,"The success of the event depends on broad participation, including both physical and virtual attendance.",E155__Sensitive_issues_and_your_brand_on_social_media_with_Pia_Silva,270,0,0,0,0,0.0,False,,,,,
commentary|Littering_our_beaches_is_unacceptable|13|5|435adc4294b492aa,commentary,Littering_our_beaches_is_unacceptable,13,5,SPEAKER_01,There exists a clear moral justification for penalizing disruptive visitors.,Black_America_Please_Wake_Up_2,14,0,0,0,0,0.0,False,,,,,
business|OYT_30__David_Toupin_-_24_Years_old_with_over_50_Million_dollars_of_real_estate|16|0|283609397c6a2f36,business,OYT_30__David_Toupin_-_24_Years_old_with_over_50_Million_dollars_of_real_estate,16,0,SPEAKER_00,The speaker believes that past trends in rent growth are indicative of future patterns.,Osmary_and_Angel_Pretot__An_entrepreneurial_tale_of_resilience__trust_and_growth_during_Covid-19_times,178,1,1,1,1,1.0,False,The speaker believes their method produces fast and visible results compared to others.,31,3,2,0.850000
commentary|Hey__Democrats_how_about_some_power_to_the_parents|23|4|61f5213c9851269e,commentary,Hey__Democrats_how_about_some_power_to_the_parents,23,4,SPEAKER_01,Media coverage of policy positions shapes public judgment of candidate integrity.,Nine_Mile_Clothings_Princess_Booker,271,0,0,0,0,0.0,False,,,,,
political|84781|23|4|531ab680bb15a83a,political,84781,23,4,SPEAKER_00,Congressional staff resources are not always reliable or accessible for lawmakers who need interpretation.,86993,219,2,2,2,1,1.0,False,The term 'private citizen' refers to someone who is not part of a formal institution or government body.,4,1,2,0.950000
business|Nikki_Monet_Interview_with_Emily_Alexandra_Guglielmo|95|1|d8cb98dcc6765166,business,Nikki_Monet_Interview_with_Emily_Alexandra_Guglielmo,95,1,SPEAKER_01,"Romantic availability is something that can be communicated through brief, informal language.",Episode_No._16__Bill_Prescott,137,0,0,0,0,0.0,False,,,,,
business|CL266__Unlearning_Anxiety_And_Depression_-_Interview_with_Dr_Joe_Luciani|4|1|5e657b16c9c88819,business,CL266__Unlearning_Anxiety_And_Depression_-_Interview_with_Dr_Joe_Luciani,4,1,SPEAKER_00,Public discourse around pandemic response is shaped by ideological divides.,Jeff_Rommel__Nationwide_Insurance,292,0,0,0,0,0.0,False,,,,,
business|The_importance_of_showreels_and_transitional_skills_in_the_arts_with_Jake_Waby|44|6|847aac5b8f15cdbd,business,The_importance_of_showreels_and_transitional_skills_in_the_arts_with_Jake_Waby,44,6,SPEAKER_00,The current system values job completion over personal growth or ownership.,11._Why_Gold_is_Going_Up...Waay_Up,20,0,0,0,0,0.0,False,,,,,
business|Sidney_Glick__Principal_with_Cherry_Bekaert|10|8|055395b576e718fb,business,Sidney_Glick__Principal_with_Cherry_Bekaert,10,8,SPEAKER_01,"The speaker’s organization, Cherry Backert, is representative of best practices in remote workforce management.",83__Relentless_Iteration,21,0,0,0,0,0.0,False,,,,,
religion|Spiritual_Advice|13|2|a4e784f3238eafc1,religion,Spiritual_Advice,13,2,SPEAKER_02,God has expectations or standards for human worthiness.,011_Psalm_23__A_Song_of_Life,26,0,0,0,0,0.0,False,,,,,
religion|203___Deeper_Community|30|3|ef4833907969662f,religion,203___Deeper_Community,30,3,SPEAKER_00,Disagreement or negativity toward communal love undermines divine work in the individual.,A_Place_to_Stand__Get_Your_Purpose_Right,27,0,0,0,0,0.0,False,,,,,
political|88545|8|3|0f490e607620d575,political,88545,8,3,SPEAKER_00,Legislative action requires active participation by members of Congress.,64488,136,0,0,0,0,0.0,False,,,,,
religion|The_King_is_Coming___Luke_1_1-38|18|2|7442b1fad09c4d86,religion,The_King_is_Coming___Luke_1_1-38,18,2,SPEAKER_00,The speaker holds that divine promises are fulfilled regardless of human doubt or disbelief.,Andy_Hawthorne_-_The_Armor_of_God,22,0,0,0,0,0.0,False,,,,,
business|1231_-_Q_A__How_can_I_rent_out_my_spare_bedroom_on_Airbnb|2|1|e86641439850a3d4,business,1231_-_Q_A__How_can_I_rent_out_my_spare_bedroom_on_Airbnb,2,1,SPEAKER_01,Time spent managing rentals is a major barrier to true passivity in short-term rental income.,Rene_Pinnell___Vision_with_action_can_change_the_world_for_XR_artists,107,0,0,0,0,0.0,False,,,,,
religion|The_Beauty_of_Boundaries_with_Sarah_Morris|10|9|63f7a483b2ff302e,religion,The_Beauty_of_Boundaries_with_Sarah_Morris,10,9,SPEAKER_01,The audience will find inspiration in stories of young children demonstrating deep awareness.,06_09_Your_Dreams_Greatest_Danger_B,52,0,0,0,0,0.0,False,,,,,
business|Branded_by_Women_-_Sylvia_Stefanowicz|35|6|c3fb1897dace503c,business,Branded_by_Women_-_Sylvia_Stefanowicz,35,6,SPEAKER_00,The speaker believes they have a personal mission to advocate for broader recognition of alternative life models and feminine strengths.,Season_1__Ep._19__Carrie_Leahy__Attorney_and_Chair-Elect__Executive_Management_Committee__Bodman_PLC,145,2,2,2,3,3.0,False,The speaker believes the recipient's new role is significant.,4,2,2,0.800000
business|EP__04__How_to_Put_an_Extra__150K_in_Your_Pockets_This_Year_as_a_Contractor_ft._Tom_Reber|15|1|7aceb0dd52ae0c5e,business,EP__04__How_to_Put_an_Extra__150K_in_Your_Pockets_This_Year_as_a_Contractor_ft._Tom_Reber,15,1,SPEAKER_00,Goal achievement requires introspection and deep questioning beyond stated objectives.,We_Need_To_Talk__Marriage_Counseling_with_Capitalism_Itself,348,0,0,0,0,0.0,False,,,,,
business|A_Career_At_SpaceX_Christian_Delgado__37|64|1|fc4395c730a77e0f,business,A_Career_At_SpaceX_Christian_Delgado__37,64,1,SPEAKER_00,The act of looking at someone has limitations compared to invasive medical tools.,The_17_different_ways_to_make_offers_so_you_don_t_get_rejected_by_sellers,19,0,0,0,0,0.0,False,,,,,
religion|260_Who_Was_Fr._Junipero_Serra__-_Archbishop_Salvatore_Cordileone|1|4|ecc6a0d0ede3f93f,religion,260_Who_Was_Fr._Junipero_Serra__-_Archbishop_Salvatore_Cordileone,1,4,SPEAKER_01,The speaker believes the listener would benefit from being on the show.,What_Does_the_Bible_Say_About_Social_Justice,227,0,0,0,0,0.0,False,,,,,
